OBJECTID,FID_grid_25,grid_area,grid_id,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,Shape_Length,Shape_Area,segArea
85,160,3328364.75,159,848,3100,0.274761,3100,102,NS002-01-01,3,4,3,4,16,14,56,35,24,13,4,0,0,0,0,0,0,0,0,214,20075,8208,7046,324,3,709991.6062,13262,101165.2908,1,0,132621,223482,0,0,0,0,0,0,0,151592,2093,848,222961,0.010076595,3.21306E-06,36673.28906
86,161,3305395,160,73,3180,2.978327,3180,110,NS003-02-07,3,4,3,5,16,15,67,56,45,34,4,0,0,0,0,0,0,0,3000,215,33110,7079,12354,501,3,7696086.192,13251,98965.1889,0,0,0,7696090,0,0,0,0,0,0,0,132510,2003,73,7678550,0.01111123,3.76254E-06,42942.69922
87,161,3305395,160,107,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13184,100673.9528,1,0,131842,400704,0,0,0,0,0,0,0,131842,2012,107,399735,0.011967057,8.51043E-06,97128.92969
88,161,3305395,160,108,3080,0.593882,3080,100,NS001-04-01,3,4,3,3,16,13,37,25,14,12,4,0,0,0,0,0,0,0,0,213,20790,5168,2843,225,3,1534612.492,13183,99484.6197,1,0,131832,1188190,0,0,0,0,0,0,0,131832,2013,108,1185350,0.005542121,1.28523E-06,14668.46191
89,161,3305395,160,149,3030,0.29793,3030,95,NS001-02-08,3,4,3,3,16,13,56,34,23,12,4,0,0,0,0,0,0,0,0,213,64900,9428,47989,372,3,769861.5754,13221,101364.6051,1,0,132211,451554,0,0,0,0,0,0,0,132211,2033,149,450465,0.022857623,2.72822E-05,311369.9063
90,161,3305395,160,157,3040,0.241435,3040,96,NS001-02-08,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,0,213,3520,1515,2299,32,3,623876.819,13222,102014.8446,1,0,132222,340035,0,0,0,0,0,0,0,132222,2035,157,339211,0.019083709,2.16495E-05,247080.5625
91,161,3305395,160,158,3090,0.222329,3090,101,NS002-01-01,3,4,3,4,16,14,57,35,24,12,4,0,0,0,0,0,0,0,0,214,70125,9076,11278,258,3,574504.2425,13261,101220.386,1,0,132611,370165,0,0,0,0,0,0,0,132611,2036,158,369287,0.022455193,3.2289E-05,368523.3125
92,161,3305395,160,160,3140,0.155525,3140,106, ,3,4,3,4,16,14,47,35,24,13,4,0,0,0,0,0,0,0,0,214,4400,251,153,14,3,401881.3232,13267,102157.028,1,0,132672,287986,0,0,0,0,0,0,0,132672,2038,160,287322,0.010341657,3.58187E-06,40882.85547
93,161,3305395,160,161,3110,0.211987,3110,103,NS002-01-01,3,4,3,4,16,14,36,24,13,12,4,0,0,0,0,0,0,0,0,214,4400,1691,2058,39,3,547778.8481,13265,102011.2955,1,0,132651,293086,0,0,0,0,0,0,0,132651,2039,161,292386,0.020746004,2.65762E-05,303316.9375
94,161,3305395,160,162,3100,0.274761,3100,102,NS002-01-01,3,4,3,4,16,14,56,35,24,13,4,0,0,0,0,0,0,0,0,214,20075,8208,7046,324,3,709991.6062,13262,101165.2908,1,0,132622,280011,0,0,0,0,0,0,0,132622,2040,162,279356,0.020543529,2.44547E-05,279118.125
95,161,3305395,160,163,3130,0.361856,3130,105, ,3,4,3,4,16,14,47,35,24,13,4,0,0,0,0,0,0,0,0,214,69575,7802,21775,301,3,935047.5561,13266,101480.6589,1,0,132661,589733,0,0,0,0,0,0,0,132661,2041,163,588384,0.00486293,4.69387E-07,5357.550293
96,161,3305395,160,164,3120,0.233494,3120,104, ,3,4,3,4,16,14,57,35,24,13,4,0,0,0,0,0,0,0,0,214,25025,658,25374,25,3,603353.207,13263,100479.6772,0,0,0,603353,0,0,0,0,0,0,0,132630,2042,164,601973,0.011662025,6.37397E-06,72752.66406
97,161,3305395,160,493,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131944,366020,0,0,0,0,0,0,0,130630,2063,493,365172,0.003858871,8.56817E-07,9779.527344
98,161,3305395,160,846,3110,0.211987,3110,103,NS002-01-01,3,4,3,4,16,14,36,24,13,12,4,0,0,0,0,0,0,0,0,214,4400,1691,2058,39,3,547778.8481,13265,102011.2955,1,0,132652,254693,0,0,0,0,0,0,0,151411,2091,846,254093,0.018419944,2.14707E-05,245055.5938
99,161,3305395,160,847,3140,0.155525,3140,106, ,3,4,3,4,16,14,47,35,24,13,4,0,0,0,0,0,0,0,0,214,4400,251,153,14,3,401881.3232,13267,102157.028,1,0,132671,113896,0,0,0,0,0,0,0,151322,2092,847,113630,0.013641887,1.02464E-05,116949.4844
100,161,3305395,160,848,3100,0.274761,3100,102,NS002-01-01,3,4,3,4,16,14,56,35,24,13,4,0,0,0,0,0,0,0,0,214,20075,8208,7046,324,3,709991.6062,13262,101165.2908,1,0,132621,223482,0,0,0,0,0,0,0,151592,2093,848,222961,0.017317687,1.6816E-05,191933.2813
101,161,3305395,160,849,3100,0.274761,3100,102,NS002-01-01,3,4,3,4,16,14,56,35,24,13,4,0,0,0,0,0,0,0,0,214,20075,8208,7046,324,3,709991.6062,13262,101165.2908,1,0,132623,206499,0,0,0,0,0,0,0,130612,2094,849,206015,0.017620407,1.84886E-05,211021.4688
102,161,3305395,160,850,3090,0.222329,3090,101,NS002-01-01,3,4,3,4,16,14,57,35,24,12,4,0,0,0,0,0,0,0,0,214,70125,9076,11278,258,3,574504.2425,13261,101220.386,1,0,132612,204339,0,0,0,0,0,0,0,159971,2095,850,203852,0.017322281,1.78143E-05,203318.3594
103,161,3305395,160,1003,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132111,508702,0,0,0,0,0,0,0,161833,2108,1003,507459,0.010408451,5.38491E-06,61456.22266
104,161,3305395,160,1004,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131941,359809,0,0,0,0,0,0,0,161834,2109,1004,358945,0.012893727,8.0727E-06,92134.04688
105,161,3305395,160,1005,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131942,318517,0,0,0,0,0,0,0,161821,2110,1005,317763,0.01149088,6.44475E-06,73556.21875
106,161,3305395,160,1006,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131943,187203,0,0,0,0,0,0,0,160532,2111,1006,186764,0.007081256,2.54624E-06,29061.79883
107,161,3305395,160,1007,3130,0.361856,3130,105, ,3,4,3,4,16,14,47,35,24,13,4,0,0,0,0,0,0,0,0,214,69575,7802,21775,301,3,935047.5561,13266,101480.6589,1,0,132662,345315,0,0,0,0,0,0,0,139921,2112,1007,344517,0.022823597,2.20016E-05,251123.2031
108,162,3328175.5,161,155,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1997014.618,13193,103375.8336,0,0,0,1997010,0,0,0,0,0,0,0,131930,2034,155,1992300,0.048349743,0.000111651,1274278.625
109,162,3328175.5,161,493,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131944,366020,0,0,0,0,0,0,0,130630,2063,493,365172,0.012817383,6.33299E-06,72282.66406
110,162,3328175.5,161,705,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132112,595432,0,0,0,0,0,0,0,180350,2071,705,593972,0.02232838,2.68053E-05,305918.625
111,162,3328175.5,161,1003,3050,0.955453,3050,97, ,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,1000,213,5280,3329,840,1587,3,2468921.614,13211,102983.3422,1,0,132111,508702,0,0,0,0,0,0,0,161833,2108,1003,507459,0.015860735,1.49477E-05,170593.0938
112,162,3328175.5,161,1004,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131941,359809,0,0,0,0,0,0,0,161834,2109,1004,358945,0.019273996,2.33818E-05,266855.0938
113,162,3328175.5,161,1005,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131942,318517,0,0,0,0,0,0,0,161821,2110,1005,317763,0.018497465,2.11298E-05,241161.5313
114,162,3328175.5,161,1006,3170,1.249431,3170,109,NS002-T1-01,3,4,3,4,16,14,37,25,14,12,4,0,0,0,0,0,0,0,0,214,4400,8784,194,4981,3,1231549.307,13194,102628.8783,1,0,131943,187203,0,0,0,0,0,0,0,160532,2111,1006,186764,0.015811919,1.40183E-05,159998.8125
115,167,3293406.75,166,97,2300,0.943895,2300,66,FT003-T3-03,2,2,2,2,9,9,56,45,34,24,2,0,0,0,0,0,0,0,0,209,27999,2071,35930,1968,2,2439051.655,12182,113635.1806,0,0,0,3590680,0,0,0,0,0,0,0,121820,1008,97,3581370,0.039189796,9.55332E-05,1090143.25
116,168,3339057,167,97,2300,0.943895,2300,66,FT003-T3-03,2,2,2,2,9,9,56,45,34,24,2,0,0,0,0,0,0,0,0,209,27999,2071,35930,1968,2,2439051.655,12182,113635.1806,0,0,0,3590680,0,0,0,0,0,0,0,121820,1008,97,3581370,0.048685126,0.000135012,1540623.375
117,192,3291318.5,191,446,8310,1.552826,8310,484,LG403-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,11640,11056,19249,4283,29,8209132.048,22101,159153.0168,0,0,0,8847050,0,0,0,0,0,0,0,221010,6510,446,8817220,0.032079345,4.57428E-05,521642.1563
118,192,3291318.5,191,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.024794336,2.93367E-05,334568.7813
119,193,3336953.75,192,446,8310,1.552826,8310,484,LG403-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,11640,11056,19249,4283,29,8209132.048,22101,159153.0168,0,0,0,8847050,0,0,0,0,0,0,0,221010,6510,446,8817220,0.040634979,8.32155E-05,948969
120,193,3336953.75,192,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.062729706,0.000206135,2350755
121,194,3291166,193,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.067811012,0.000286996,3272810.5
122,195,3336800,194,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.050781391,0.00010065,1147744.125
123,195,3336800,194,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.053408176,0.000142064,1620028.5
124,195,3336800,194,448,8370,2.364538,8370,490,LG403-03,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,1800,12706,66,10573,29,13510376.1,22111,163798.2571,0,0,0,13510400,0,0,0,0,0,0,0,221110,6512,448,13468600,0.040067292,4.9755E-05,567380.6875
125,196,3291015.5,195,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.066048237,0.000207517,2366346.75
126,196,3291015.5,195,448,8370,2.364538,8370,490,LG403-03,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,1800,12706,66,10573,29,13510376.1,22111,163798.2571,0,0,0,13510400,0,0,0,0,0,0,0,221110,6512,448,13468600,0.043407003,7.79927E-05,889368.1875
127,197,3336648.75,196,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.06829928,0.000290982,3318041.75
128,198,3290867.25,197,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.067626953,0.000285387,3254164
129,199,3302220.75,198,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.067638249,0.000259139,2954813.5
130,200,3325000,199,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.057432775,0.000115262,1314233.625
131,207,3376944.75,206,658,3210,1.650024,3210,113,NS005-02-01,3,4,3,7,16,17,66,55,44,34,4,0,0,0,0,0,0,0,0,217,13200,1334,777,7004,3,1426575.996,13175,95678.29684,1,0,131751,957576,0,0,0,0,0,0,0,121520,2064,658,955330,0.018090683,1.33738E-05,152642.2813
132,207,3376944.75,206,808,5090,2.549779,5090,172,BA101-B,5,8,5,15,26,27,68,57,46,35,8,0,0,0,0,0,0,0,0,250,16539,4488,64,18757,0,6588781.891,15986,94184.32029,0,0,0,903603,0,0,0,0,0,0,0,210620,3068,808,901381,0.01774317,1.27256E-05,145232.75
133,208,3330588.75,207,72,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1889818.764,13174,97458.39322,1,0,131743,768981,0,0,0,0,0,0,0,131743,2002,72,767177,0.011926285,5.93252E-06,67711
134,208,3330588.75,207,658,3210,1.650024,3210,113,NS005-02-01,3,4,3,7,16,17,66,55,44,34,4,0,0,0,0,0,0,0,0,217,13200,1334,777,7004,3,1426575.996,13175,95678.29684,1,0,131751,957576,0,0,0,0,0,0,0,121520,2064,658,955330,0.02931642,5.29382E-05,604207.3125
135,208,3330588.75,207,659,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1302219.887,13173,96839.40638,1,0,131731,709446,0,0,0,0,0,0,0,120820,2065,659,707744,0.030547992,5.49816E-05,627503
136,208,3330588.75,207,808,5090,2.549779,5090,172,BA101-B,5,8,5,15,26,27,68,57,46,35,8,0,0,0,0,0,0,0,0,250,16539,4488,64,18757,0,6588781.891,15986,94184.32029,0,0,0,903603,0,0,0,0,0,0,0,210620,3068,808,901381,0.003897508,4.84288E-07,5526.921387
137,208,3330588.75,207,818,3210,1.650024,3210,113,NS005-02-01,3,4,3,7,16,17,66,55,44,34,4,0,0,0,0,0,0,0,0,217,13200,1334,777,7004,3,1426575.996,13175,95678.29684,1,0,131752,469000,0,0,0,0,0,0,0,150830,2075,818,467896,0.027821012,3.88809E-05,443766.1875
138,208,3330588.75,207,826,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1302219.887,13173,96839.40638,1,0,131732,592774,0,0,0,0,0,0,0,131761,2083,826,591339,0.021463317,2.09212E-05,238768.2344
139,208,3330588.75,207,829,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131712,817032,0,0,0,0,0,0,0,132314,2086,829,815007,0.004340952,6.29574E-07,7184.787109
140,209,3342057.25,208,72,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1889818.764,13174,97458.39322,1,0,131743,768981,0,0,0,0,0,0,0,131743,2002,72,767177,0.02011211,2.03289E-05,232020.4063
141,209,3342057.25,208,73,3180,2.978327,3180,110,NS003-02-07,3,4,3,5,16,15,67,56,45,34,4,0,0,0,0,0,0,0,3000,215,33110,7079,12354,501,3,7696086.192,13251,98965.1889,0,0,0,7696090,0,0,0,0,0,0,0,132510,2003,73,7678550,0.007094728,2.0992E-06,23958.5918
142,209,3342057.25,208,109,3230,0.706589,3230,115,NS005-04-01,3,4,3,7,16,17,37,25,14,12,4,0,0,0,0,0,0,0,0,217,7150,3456,310,14675,3,1825854.094,13172,98362.75525,1,0,131722,592826,0,0,0,0,0,0,0,131722,2014,109,591366,0.020150116,2.38344E-05,272005.3438
143,209,3342057.25,208,659,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1302219.887,13173,96839.40638,1,0,131731,709446,0,0,0,0,0,0,0,120820,2065,659,707744,0.008988568,3.75509E-06,42857.29297
144,209,3342057.25,208,826,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1302219.887,13173,96839.40638,1,0,131732,592774,0,0,0,0,0,0,0,131761,2083,826,591339,0.026586416,3.07877E-05,351372.4375
145,209,3342057.25,208,827,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1889818.764,13174,97458.39322,1,0,131741,336428,0,0,0,0,0,0,0,132311,2084,827,335621,0.022362424,3.04785E-05,347850.0313
146,209,3342057.25,208,828,3230,0.706589,3230,115,NS005-04-01,3,4,3,7,16,17,37,25,14,12,4,0,0,0,0,0,0,0,0,217,7150,3456,310,14675,3,1825854.094,13172,98362.75525,1,0,131721,784670,0,0,0,0,0,0,0,132313,2085,828,782754,0.033356157,6.67777E-05,762099.4375
147,209,3342057.25,208,829,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131712,817032,0,0,0,0,0,0,0,132314,2086,829,815007,0.031732035,3.71281E-05,423723.0938
148,209,3342057.25,208,830,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131716,664371,0,0,0,0,0,0,0,132412,2087,830,662708,0.014892578,1.2219E-05,139442.3438
149,209,3342057.25,208,845,3080,0.593882,3080,100,NS001-04-01,3,4,3,3,16,13,37,25,14,12,4,0,0,0,0,0,0,0,0,213,20790,5168,2843,225,3,1534612.492,13183,99484.6197,1,0,131831,346419,0,0,0,0,0,0,0,151212,2090,845,345586,0.016291657,1.38674E-05,158268.9844
150,209,3342057.25,208,1011,3230,0.706589,3230,115,NS005-04-01,3,4,3,7,16,17,37,25,14,12,4,0,0,0,0,0,0,0,0,217,7150,3456,310,14675,3,1825854.094,13172,98362.75525,1,0,131723,448359,0,0,0,0,0,0,0,131941,2116,1011,447273,0.024607336,3.5977E-05,410596.125
151,209,3342057.25,208,1012,3220,1.23529,3220,114,NS005-01-09,3,4,3,7,16,17,66,45,34,23,4,0,0,0,0,0,0,0,0,217,8140,4473,302,17213,3,1889818.764,13174,97458.39322,1,0,131742,220979,0,0,0,0,0,0,0,131942,2117,1012,220455,0.016473761,1.51042E-05,172387.5938
152,210,3365089.25,209,105,3250,0.379655,3250,117,NS006-02-01,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,27060,10431,13771,495,3,981045.3584,13162,99900.36097,0,0,0,981045,0,0,0,0,0,0,0,131620,2010,105,978560,0.022897729,2.01855E-05,230355.8438
153,210,3365089.25,209,106,3070,0.614443,3070,99,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,116848,7752,14230,1406,3,1587744.674,13181,99950.70378,1,0,131812,1144390,0,0,0,0,0,0,0,131812,2011,106,1141560,0.041907476,9.40636E-05,1073474
154,210,3365089.25,209,107,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13184,100673.9528,1,0,131842,400704,0,0,0,0,0,0,0,131842,2012,107,399735,0.013797112,9.18843E-06,104865.4531
155,210,3365089.25,209,108,3080,0.593882,3080,100,NS001-04-01,3,4,3,3,16,13,37,25,14,12,4,0,0,0,0,0,0,0,0,213,20790,5168,2843,225,3,1534612.492,13183,99484.6197,1,0,131832,1188190,0,0,0,0,0,0,0,131832,2013,108,1185350,0.033704475,4.35896E-05,497465.75
156,210,3365089.25,209,109,3230,0.706589,3230,115,NS005-04-01,3,4,3,7,16,17,37,25,14,12,4,0,0,0,0,0,0,0,0,217,7150,3456,310,14675,3,1825854.094,13172,98362.75525,1,0,131722,592826,0,0,0,0,0,0,0,131722,2014,109,591366,0.021259881,2.79583E-05,319066.4688
157,210,3365089.25,209,129,3260,0.419258,3260,118,NS006-02-01,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,49500,5127,16498,147,3,1083381.396,13164,100965.406,0,0,0,1083380,0,0,0,0,0,0,0,131640,2027,129,1080610,0.00673659,1.72108E-06,19640.29883
158,210,3365089.25,209,830,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131716,664371,0,0,0,0,0,0,0,132412,2087,830,662708,0.016303244,1.39326E-05,158996.8281
159,210,3365089.25,209,845,3080,0.593882,3080,100,NS001-04-01,3,4,3,3,16,13,37,25,14,12,4,0,0,0,0,0,0,0,0,213,20790,5168,2843,225,3,1534612.492,13183,99484.6197,1,0,131831,346419,0,0,0,0,0,0,0,151212,2090,845,345586,0.018042815,1.59591E-05,182137.9219
160,210,3365089.25,209,851,3070,0.614443,3070,99,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,116848,7752,14230,1406,3,1587744.674,13181,99950.70378,1,0,131811,443357,0,0,0,0,0,0,0,159851,2096,851,442262,0.027823477,3.8242E-05,436423.2813
161,210,3365089.25,209,852,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13184,100673.9528,1,0,131841,371630,0,0,0,0,0,0,0,131831,2097,852,370720,0.022443903,2.45105E-05,279727
162,210,3365089.25,209,1011,3230,0.706589,3230,115,NS005-04-01,3,4,3,7,16,17,37,25,14,12,4,0,0,0,0,0,0,0,0,217,7150,3456,310,14675,3,1825854.094,13172,98362.75525,1,0,131723,448359,0,0,0,0,0,0,0,131941,2116,1011,447273,0.007936139,2.80887E-06,32056.33984
163,211,3341866.25,210,106,3070,0.614443,3070,99,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,116848,7752,14230,1406,3,1587744.674,13181,99950.70378,1,0,131812,1144390,0,0,0,0,0,0,0,131812,2011,106,1141560,0.013955993,5.12972E-06,58538.19141
164,211,3341866.25,210,107,3060,0.550735,3060,98,NS001-04-01,3,4,3,3,16,13,55,34,23,12,4,0,0,0,0,0,0,0,0,213,55715,4000,76499,940,3,1423120.039,13184,100673.9528,1,0,131842,400704,0,0,0,0,0,0,0,131842,2012,107,399735,0.015538762,1.48658E-05,169657.6719
165,211,3341866.25,210,128,3350,0.762398,3350,127,NS007-06-01,3,4,3,9,16,19,66,45,34,13,4,0,0,0,0,0,0,0,0,219,32395,9119,14521,1264,3,1970068.225,13121,102212.3443,0,0,0,1970070,0,0,0,0,0,0,0,131210,2026,128,1964940,0.016360203,1.50502E-05,171745
166,211,3341866.25,210,129,3260,0.419258,3260,118,NS006-02-01,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,49500,5127,16498,147,3,1083381.396,13164,100965.406,0,0,0,1083380,0,0,0,0,0,0,0,131640,2027,129,1080610,0.018138593,1.10772E-05,126408.3906
167,211,3341866.25,210,131,3320,0.43157,3320,124,NS007-07-03,3,4,3,9,16,19,36,25,14,13,4,0,0,0,0,0,0,0,0,219,8250,1855,302,3126,3,1115193.916,13123,102646.2885,0,0,0,1115190,0,0,0,0,0,0,0,131230,2029,131,1112330,0.017400711,1.84644E-05,210704.6875
168,211,3341866.25,210,149,3030,0.29793,3030,95,NS001-02-08,3,4,3,3,16,13,56,34,23,12,4,0,0,0,0,0,0,0,0,213,64900,9428,47989,372,3,769861.5754,13221,101364.6051,1,0,132211,451554,0,0,0,0,0,0,0,132211,2033,149,450465,0.017403509,1.09952E-05,125482.4531
169,211,3341866.25,210,157,3040,0.241435,3040,96,NS001-02-08,3,4,3,3,16,13,27,15,13,11,4,0,0,0,0,0,0,0,0,213,3520,1515,2299,32,3,623876.819,13222,102014.8446,1,0,132222,340035,0,0,0,0,0,0,0,132222,2035,157,339211,0.014597931,9.05618E-06,103353.9297
170,211,3341866.25,210,159,3020,0.258641,3020,94,NS001-02-08,3,4,3,3,16,13,37,25,13,11,4,0,0,0,0,0,0,0,0,213,4950,968,1241,271,3,668338.9631,13192,102200.1245,0,0,0,668339,0,0,0,0,0,0,0,131920,2037,159,666666,0.028297267,5.05727E-05,577125.75
171,211,3341866.25,210,165,3010,0.15032,3010,93,NS001-02-08,3,4,3,3,16,13,37,25,14,12,4,0,0,0,0,0,0,0,0,213,4950,1281,5736,154,3,388431.3225,13191,101549.9606,0,0,0,388431,0,0,0,0,0,0,0,131910,2043,165,387461,0.025284356,3.35053E-05,382357.1563
